investor,startup,roundId,investmentType,amountUSD,date,year
Anubhav Verma,oibanit,round_2202,Seed,150000.0,2015-11-03,2015
Riqueza Capital,Stuffed,round_2203,Seed,385000.0,2015-11-03,2015
Dheeraj Jain & Others,Deyor Rooms,round_2205,Seed,500000.0,2015-11-03,2015
Constellation Technology Ventures (Exelon Corporation),Bidgely,round_2206,Private Equity,16600000.0,2015-11-03,2015
E.ON,Bidgely,round_2206,Private Equity,16600000.0,2015-11-03,2015
RWE,Bidgely,round_2206,Private Equity,16600000.0,2015-11-03,2015
Khosla Ventures,Bidgely,round_2206,Private Equity,16600000.0,2015-11-03,2015
ah! Ventures,Shirsa Labs,round_2207,Seed,250000.0,2015-11-04,2015
CIO Angel Network,Paytunes,round_2208,Seed,,2015-11-04,2015
Phanindra Sama,YourDOST,round_2209,Seed,400000.0,2015-11-04,2015
Aprameya Radhakrishna,YourDOST,round_2209,Seed,400000.0,2015-11-04,2015
Aneesh Reddy,YourDOST,round_2209,Seed,400000.0,2015-11-04,2015
Neeraj Jawalkar,YourDOST,round_2209,Seed,400000.0,2015-11-04,2015
Sanjay Anandaram,YourDOST,round_2209,Seed,400000.0,2015-11-04,2015
Pavan Ongole,YourDOST,round_2209,Seed,400000.0,2015-11-04,2015
Venk Krishnan,YourDOST,round_2209,Seed,400000.0,2015-11-04,2015
Vineel Nalla & Others,BookMyBai,round_2210,Seed,150000.0,2015-11-05,2015
SAIF Partners & others,Bobble,round_2212,Private Equity,,2015-11-05,2015
Indian Angel Network,RepUp,round_2213,Seed,,2015-11-06,2015
Undisclosed HNIs,Satvacart,round_2214,Private Equity,1800000.0,2015-11-06,2015
IDG Ventures India,POPxo.com,round_2215,Private Equity,2000000.0,2015-11-06,2015
Kalaari Capital,POPxo.com,round_2215,Private Equity,2000000.0,2015-11-06,2015
500 Startups,POPxo.com,round_2215,Private Equity,2000000.0,2015-11-06,2015
Hyderabad Angels,SparesHub,round_2216,Seed,460000.0,2015-11-06,2015
M&S Partners,SparesHub,round_2216,Seed,460000.0,2015-11-06,2015
Hyderabad Angels,Explara,round_2217,Private Equity,490000.0,2015-11-06,2015
Singapore Angel Network,Explara,round_2217,Private Equity,490000.0,2015-11-06,2015
Ness Wadia,Explara,round_2217,Private Equity,490000.0,2015-11-06,2015
Saina Nehwal,Soothe Healthcare,round_2218,Seed,,2015-11-06,2015
Chandralekha Construction Pvt. Ltd.,Yuvi Hospitality,round_2219,Private Equity,15000000.0,2015-11-06,2015
Rajan Anandan,AppVirality,round_2220,Seed,500000.0,2015-11-09,2015
Mike Galgon,AppVirality,round_2220,Seed,500000.0,2015-11-09,2015
Ravi Gururaj,AppVirality,round_2220,Seed,500000.0,2015-11-09,2015
Ashim Mehra,AppVirality,round_2220,Seed,500000.0,2015-11-09,2015
\\xc2\\xa0 Mohit Saxena,AppVirality,round_2220,Seed,500000.0,2015-11-09,2015
Internet Group,AppVirality,round_2220,Seed,500000.0,2015-11-09,2015
TNN Capital and others,AppVirality,round_2220,Seed,500000.0,2015-11-09,2015
Michael & Susan Dell Foundation,iStar Skill Development,round_2221,Private Equity,1500000.0,2015-11-09,2015
Unitus Seed Fund,iStar Skill Development,round_2221,Private Equity,1500000.0,2015-11-09,2015
Info Edge,BigStylist.com,round_2222,Private Equity,1000000.0,2015-11-09,2015
Sequoia India,Zilingo,round_2223,Private Equity,1900000.0,2015-11-09,2015
BEENEXT Ventures,Zilingo,round_2223,Private Equity,1900000.0,2015-11-09,2015
Kunal Shah & Sandeep Tandon,Zilingo,round_2223,Private Equity,1900000.0,2015-11-09,2015
Jozef Bardik,Didi,round_2224,Seed,150000.0,2015-11-09,2015
Leo Wang Sangeeth Ram,Didi,round_2224,Seed,150000.0,2015-11-09,2015
SAIF Partners,Chefs Basket,round_2226,Private Equity,6000000.0,2015-11-10,2015
Haresh Chawla,Chefs Basket,round_2226,Private Equity,6000000.0,2015-11-10,2015
TV Mohandas Pai\\xe2\\x80\\x99s family office,Gingercrush,round_2227,Seed,,2015-11-11,2015
Lensbridge Capital,Delight Foods,round_2228,Private Equity,600000.0,2015-11-11,2015
Mape Advisory Group,Delight Foods,round_2228,Private Equity,600000.0,2015-11-11,2015
Fireside Ventures,Delight Foods,round_2228,Private Equity,600000.0,2015-11-11,2015
Centre For Incubation & Business Acceleration (CIBA),6Degree,round_2229,Seed,,2015-11-11,2015
Goa,6Degree,round_2229,Seed,,2015-11-11,2015
Mount Nathan Advisors Pte Ltd,RenewBuy,round_2230,Seed,500000.0,2015-11-11,2015
Sixth Sense Ventures,Grab,round_2231,Seed,,2015-11-11,2015
Chennai Angels,Hitwicket,round_2232,Seed,250000.0,2015-11-12,2015
Sujeet Kumar,Flashdoor,round_2233,Seed,,2015-11-13,2015
Ankit Nagori,Flashdoor,round_2233,Seed,,2015-11-13,2015
Traxcn Labs,Flashdoor,round_2233,Seed,,2015-11-13,2015
Kalaari Capital,Cashkaro.com,round_2234,Private Equity,3700000.0,2015-11-16,2015
Astarc Ventures,Absentia,round_2235,Seed,180000.0,2015-11-16,2015
50K Ventures & others,Absentia,round_2235,Seed,180000.0,2015-11-16,2015
Logtally,Renowala,round_2236,Seed,,2015-11-16,2015
Times Internet,TaskBucks,round_2237,Private Equity,15000000.0,2015-11-16,2015
Sequoia India,CraftsVilla,round_2238,Private Equity,34000000.0,2015-11-17,2015
Lightspeed Venture Partners,CraftsVilla,round_2238,Private Equity,34000000.0,2015-11-17,2015
Nexus Venture Partners,CraftsVilla,round_2238,Private Equity,34000000.0,2015-11-17,2015
Global Founders Capital,CraftsVilla,round_2238,Private Equity,34000000.0,2015-11-17,2015
Apoletto,CraftsVilla,round_2238,Private Equity,34000000.0,2015-11-17,2015
Gordon and Betty Moore Foundation,Julia Computing,round_2239,Seed,600000.0,2015-11-17,2015
Jitu Virwani,StyleTag,round_2240,Seed,7500000.0,2015-11-17,2015
Rimpal Chawla,Smytten,round_2241,Seed,200000.0,2015-11-17,2015
Anuj Srivastava,Smytten,round_2241,Seed,200000.0,2015-11-17,2015
Ravi Krishnamurthy,BiBox,round_2242,Seed,530000.0,2015-11-17,2015
Enablers platform,Convegenius,round_2243,Seed,300000.0,2015-11-17,2015
Baillie Gifford,Ola,round_2244,Private Equity,500000000.0,2015-11-18,2015
Falcon Edge Capital,Ola,round_2244,Private Equity,500000000.0,2015-11-18,2015
Tiger Global,Ola,round_2244,Private Equity,500000000.0,2015-11-18,2015
SoftBank Group,Ola,round_2244,Private Equity,500000000.0,2015-11-18,2015
DST Global,Ola,round_2244,Private Equity,500000000.0,2015-11-18,2015
Didi Kuaidi,Ola,round_2244,Private Equity,500000000.0,2015-11-18,2015
Nexus Venture Partners,Goodbox,round_2245,Private Equity,2500000.0,2015-11-18,2015
Kalaari Capital,ScoopWhoop,round_2246,Private Equity,4000000.0,2015-11-18,2015
Inara Capital,Hipship,round_2247,Seed,,2015-11-18,2015
Rishi Khiani,Hipship,round_2247,Seed,,2015-11-18,2015
Palaash Ventures,Pickrr,round_2248,Seed,,2015-11-18,2015
Blackstone Valley Group,Truelancer,round_2249,Seed,,2015-11-18,2015
Raghu Vohra,Truelancer,round_2249,Seed,,2015-11-18,2015
Aditya Dev Sood,Truelancer,round_2249,Seed,,2015-11-18,2015
Kamal Bansal,Truelancer,round_2249,Seed,,2015-11-18,2015
ah! Ventures,AHA Taxis,round_2250,Seed,,2015-11-19,2015
Bessemer Venture Partner,UrbanClap,round_2251,Private Equity,25000000.0,2015-11-19,2015
Accel,UrbanClap,round_2251,Private Equity,25000000.0,2015-11-19,2015
SAIF Partners,UrbanClap,round_2251,Private Equity,25000000.0,2015-11-19,2015
Karnataka Semiconductor Venture Capital firm,SenseGiz,round_2252,Seed,500000.0,2015-11-19,2015
S.D. Shibulal,PlaceofOrigin,round_2253,Seed,,2015-11-19,2015
Kris Gopalakrishnan,PlaceofOrigin,round_2253,Seed,,2015-11-19,2015
Srinath Batni,PlaceofOrigin,round_2253,Seed,,2015-11-19,2015
Professor Tarun Khanna,PlaceofOrigin,round_2253,Seed,,2015-11-19,2015
\\xc2\\xa0 Ganapathy Venugopal.,PlaceofOrigin,round_2253,Seed,,2015-11-19,2015
Indian Angel Network,Fourseven,round_2254,Seed,455000.0,2015-11-19,2015
New Enterprise Associates,MindTickle,round_2255,Private Equity,12500000.0,2015-11-20,2015
Kae Capital,Shopsense,round_2256,Seed,,2015-11-20,2015
Kunal Bahl,Shopsense,round_2256,Seed,,2015-11-20,2015
Rohit Bansal,Shopsense,round_2256,Seed,,2015-11-20,2015
Ram Kumar Kakani,Medinfi,round_2257,Seed,305000.0,2015-11-20,2015
Pradeep K Jaisingh,Medinfi,round_2257,Seed,305000.0,2015-11-20,2015
Sunil T V,Medinfi,round_2257,Seed,305000.0,2015-11-20,2015
Vijay Ghadge,Medinfi,round_2257,Seed,305000.0,2015-11-20,2015
Hemant Kaul,Medinfi,round_2257,Seed,305000.0,2015-11-20,2015
Gurmeet Chahal & Others,Medinfi,round_2257,Seed,305000.0,2015-11-20,2015
Hampton Capital,HeyPillow,round_2259,Private Equity,3000000.0,2015-11-20,2015
Daljit Singh,Healers At Home,round_2260,Seed,,2015-11-21,2015
Dr. Pramath Raj Sinha,Healers At Home,round_2260,Seed,,2015-11-21,2015
BVR Mohan Reddy,Healers At Home,round_2260,Seed,,2015-11-21,2015
Unitus Seed Fund,Caravan Craft,round_2261,Private Equity,1200000.0,2015-11-21,2015
Bijou Kurien,Caravan Craft,round_2261,Private Equity,1200000.0,2015-11-21,2015
Narayan Ramachandran,Caravan Craft,round_2261,Private Equity,1200000.0,2015-11-21,2015
IDG Ventures India,RentoMojo,round_2263,Private Equity,2000000.0,2015-11-23,2015
\\xc2\\xa0 Accel Partners India,RentoMojo,round_2263,Private Equity,2000000.0,2015-11-23,2015
Anil Menon,Medikoe,round_2264,Seed,100000.0,2015-11-23,2015
Swastika,Stylofie,round_2265,Seed,250000.0,2015-11-24,2015
Manish Gupta,ServX,round_2266,Seed,,2015-11-24,2015
Mitsui & Co.,Naaptol,round_2267,Private Equity,52000000.0,2015-11-24,2015
New Enterprise Associates,Naaptol,round_2267,Private Equity,52000000.0,2015-11-24,2015
Canaan Partners,Naaptol,round_2267,Private Equity,52000000.0,2015-11-24,2015
Silicon Valley Bank,Naaptol,round_2267,Private Equity,52000000.0,2015-11-24,2015
Ratan Tata,Crayon Data,round_2268,Private Equity,,2015-11-24,2015
Ashok Agarwal,EarlySalary.com,round_2269,Seed,1500000.0,2015-11-25,2015
Raghu Khanna,Tooler,round_2270,Seed,110000.0,2015-11-25,2015
Sameer Gupta,Tooler,round_2270,Seed,110000.0,2015-11-25,2015
IFC Everstone Group,S Chand,round_2271,Private Equity,27000000.0,2015-11-25,2015
Earlsfield Capital,Stelae,round_2272,Private Equity,,2015-11-26,2015
New Enterprise Associates,GoQii,round_2273,Private Equity,13400000.0,2015-11-26,2015
Cheetah Mobile,GoQii,round_2273,Private Equity,13400000.0,2015-11-26,2015
Softbank,Grofers,round_2274,Private Equity,120000000.0,2015-11-26,2015
Tiger Global,Grofers,round_2274,Private Equity,120000000.0,2015-11-26,2015
Sequoia Capital,Grofers,round_2274,Private Equity,120000000.0,2015-11-26,2015
Apoletto Managers,Grofers,round_2274,Private Equity,120000000.0,2015-11-26,2015
IDG Ventures,Pluss,round_2275,Private Equity,1000000.0,2015-11-26,2015
M & S partners,Pluss,round_2275,Private Equity,1000000.0,2015-11-26,2015
Powerhouse Ventures (USA).,Pluss,round_2275,Private Equity,1000000.0,2015-11-26,2015
Tracxn,KountMoney,round_2276,Seed,,2015-11-26,2015
Ashish Goenka & Others,KountMoney,round_2276,Seed,,2015-11-26,2015
Bessemer Venture Partners,StayGlad,round_2277,Private Equity,,2015-11-27,2015
Anil Chopra,StayGlad,round_2277,Private Equity,,2015-11-27,2015
Ashish Gupta,Fastudent,round_2279,Seed,,2015-11-27,2015
JMR Infotech India Pvt Ltd,LearnOn,round_2280,Seed,,2015-11-27,2015
Unigrowth Inc,Talentrack,round_2281,Seed,,2015-11-27,2015
Mandeep Singh,M-TAXI,round_2282,Seed,,2015-11-28,2015
Jairaj Singh,M-TAXI,round_2282,Seed,,2015-11-28,2015
Manish Kheterpal,Baxi,round_2283,Seed,1450000.0,2015-11-30,2015
Alok Mittal,Baxi,round_2283,Seed,1450000.0,2015-11-30,2015
\\xc2\\xa0 Puneet Dalmia,Baxi,round_2283,Seed,1450000.0,2015-11-30,2015
DSG Consumer Partners,Superhero Brands,round_2284,Seed,540000.0,2015-11-30,2015
FIH Mobile Ltd,MoMagic,round_2285,Private Equity,,2015-11-30,2015
Flipkart,QikPod,round_2286,Private Equity,9000000.0,2015-11-30,2015
Accel Partners,QikPod,round_2286,Private Equity,9000000.0,2015-11-30,2015
Delhivery,QikPod,round_2286,Private Equity,9000000.0,2015-11-30,2015
Foxconn,QikPod,round_2286,Private Equity,9000000.0,2015-11-30,2015
Sargod Ventures,Bro4U,round_2288,Seed,,2015-11-30,2015
Accel Partners,Indifi,round_2289,Seed,,2015-10-01,2015
Elevar Equity,Indifi,round_2289,Seed,,2015-10-01,2015
Pramod Bhasin,Indifi,round_2289,Seed,,2015-10-01,2015
Rajan Anandan,Indifi,round_2289,Seed,,2015-10-01,2015
Gaurav Dalmia,Indifi,round_2289,Seed,,2015-10-01,2015
Abhishek Goyal,Indifi,round_2289,Seed,,2015-10-01,2015
Gagan Hasteer,Indifi,round_2289,Seed,,2015-10-01,2015
Arun Tadanki,Indifi,round_2289,Seed,,2015-10-01,2015
Sandeep Aggarwal,Wydr,round_2290,Seed,,2015-10-01,2015
Axilor Ventures,EasyFix,round_2291,Seed,,2015-10-01,2015
Ashish Todi,Muvizz,round_2292,Seed,350000.0,2015-10-01,2015
Abhinav Patodia,Muvizz,round_2292,Seed,350000.0,2015-10-01,2015
Kumar Shwetabh,Muvizz,round_2292,Seed,350000.0,2015-10-01,2015
Paytm (One97 communications),Abhibus,round_2293,Private Equity,,2015-10-01,2015
Paytm (One97 communications),Cleartax,round_2294,Private Equity,,2015-10-01,2015
Kalaari Capital,Shopalyst,round_2295,Private Equity,2000000.0,2015-10-02,2015
Sequoia Capital,Chillr,round_2296,Private Equity,6000000.0,2015-10-03,2015
Harsh Mariwala,Nykaa,round_2297,Private Equity,9500000.0,2015-10-05,2015
Atul Nishar,Nykaa,round_2297,Private Equity,9500000.0,2015-10-05,2015
Dalip Pathak,Nykaa,round_2297,Private Equity,9500000.0,2015-10-05,2015
Michael Carlos,Nykaa,round_2297,Private Equity,9500000.0,2015-10-05,2015
Peepul Capital,Voylla,round_2298,Private Equity,15000000.0,2015-10-05,2015
DSG consumer Partners,IndiaLends,round_2299,Private Equity,1000000.0,2015-10-05,2015
Paragon Partners,IndiaLends,round_2299,Private Equity,1000000.0,2015-10-05,2015
High Networth Individuals (undisclosed),Rock N Shop,round_2300,Seed,150000.0,2015-10-05,2015
Uniqorn ventures,DocPlexus,round_2301,Seed,700000.0,2015-10-06,2015
ASP Consulting,DocPlexus,round_2301,Seed,700000.0,2015-10-06,2015
Satyen Kothari,WorkIndia,round_2302,Seed,500000.0,2015-10-06,2015
Keshav Sanghi,WorkIndia,round_2302,Seed,500000.0,2015-10-06,2015
Riddhesh Gandhi & Others,WorkIndia,round_2302,Seed,500000.0,2015-10-06,2015
Gaja Capital Private Equity Fund,SportzVillage,round_2303,Private Equity,10000000.0,2015-10-06,2015
YouWeCan Ventures,SportyBeans,round_2304,Seed,,2015-10-06,2015
Ashvin Chadha,Burger Singh,round_2305,Seed,500000.0,2015-10-06,2015
Avtar Monga,Burger Singh,round_2305,Seed,500000.0,2015-10-06,2015
Udaan Angels,Burger Singh,round_2305,Seed,500000.0,2015-10-06,2015
Dheeraj Jain,Burger Singh,round_2305,Seed,500000.0,2015-10-06,2015
Unnamed Media house and HNIs,Welcome Cure,round_2306,Private Equity,6000000.0,2015-10-06,2015
High Networth Individuals from India & USA,SchoolGuru,round_2307,Private Equity,3000000.0,2015-10-07,2015
Sanjay Mehta,Naturally Yours,round_2308,Seed,,2015-10-07,2015
Snapdeal,GoJavas,round_2309,Private Equity,20000000.0,2015-10-07,2015
Micromax Informatics,Scandid,round_2310,Private Equity,,2015-10-07,2015
Mato Peric,StalkBuyLove,round_2311,Private Equity,,2015-10-07,2015
Peter Kabel & others,StalkBuyLove,round_2311,Private Equity,,2015-10-07,2015
Sanjeev Kapoor,ZuperMeal,round_2312,Private Equity,2000000.0,2015-10-08,2015
\\xc2\\xa0 Ravi Saxena & Others,ZuperMeal,round_2312,Private Equity,2000000.0,2015-10-08,2015
Tiger Global Management,Cube26,round_2313,Private Equity,7700000.0,2015-10-08,2015
Flipkart,Cube26,round_2313,Private Equity,7700000.0,2015-10-08,2015
Life.SREDA,Mobikon,round_2314,Private Equity,,2015-10-08,2015
Qualgro,Mobikon,round_2314,Private Equity,,2015-10-08,2015
Sequoia and Kalaari Capital.,Grabhouse,round_2315,Private Equity,10000000.0,2015-10-08,2015
Vikas Agarwal,Quifers,round_2316,Seed,310000.0,2015-10-08,2015
Vishal Khare,Quifers,round_2316,Seed,310000.0,2015-10-08,2015
Sanjeev Kakkar,Quifers,round_2316,Seed,310000.0,2015-10-08,2015
Smile Group,Quifers,round_2316,Seed,310000.0,2015-10-08,2015
RoundGlass Partners,Curofy,round_2318,Private Equity,,2015-10-09,2015
SF Capital Group,Cloud Lending,round_2319,Private Equity,8000000.0,2015-10-09,2015
Kemark Ventures,Inayo,round_2320,Seed,300000.0,2015-10-09,2015
Amit Ranjan,Inayo,round_2320,Seed,300000.0,2015-10-09,2015
Zishaan Hayath and Others,Inayo,round_2320,Seed,300000.0,2015-10-09,2015
Quikr,WoNoBo,round_2321,Private Equity,,2015-10-09,2015
Seedfund,Kulzy,round_2322,Seed,1000000.0,2015-10-09,2015
Bedrock Ventures,Kulzy,round_2322,Seed,1000000.0,2015-10-09,2015
Suyash Sharma,Zeppery,round_2323,Seed,77000.0,2015-10-09,2015
Sean O\\xe2\\x80\\x99Sullivan & Others,Zify,round_2324,Seed,190000.0,2015-10-12,2015
Aarin Capital Partners,Faircent,round_2325,Private Equity,,2015-10-12,2015
Accel Partners,Bizongo,round_2326,Seed,,2015-10-12,2015
LetsVenture,Gridle,round_2327,Seed,100000.0,2015-10-12,2015
500 Startups,Tripoto,round_2328,Private Equity,,2015-10-12,2015
IDG Ventures & Advantedge fund,Tripoto,round_2328,Private Equity,,2015-10-12,2015
Neeraj Arora,Tripoto,round_2328,Private Equity,,2015-10-12,2015
Leon Seynave,Tripoto,round_2328,Private Equity,,2015-10-12,2015
Accel Partners,Mubble,round_2329,Private Equity,,2015-10-12,2015
SAIF Partners,Voodoo,round_2330,Seed,1000000.0,2015-10-13,2015
Khosla Impact,Lookup,round_2331,Private Equity,2500000.0,2015-10-13,2015
Biz Stone,Lookup,round_2331,Private Equity,2500000.0,2015-10-13,2015
Catamaran Ventures,Lookup,round_2331,Private Equity,2500000.0,2015-10-13,2015
Global Founders Capital,Lookup,round_2331,Private Equity,2500000.0,2015-10-13,2015
European investment fund,Lookup,round_2331,Private Equity,2500000.0,2015-10-13,2015
Turning Ideas,AskMyGift,round_2332,Seed,50000.0,2015-10-14,2015
Micromax Informatics Ltd,Gaana.com,round_2333,Private Equity,,2015-10-14,2015
Dewang Neralla,GymTrekker,round_2335,Seed,,2015-10-14,2015
Roopak Taneja,GymTrekker,round_2335,Seed,,2015-10-14,2015
Manisha Gupta,GymTrekker,round_2335,Seed,,2015-10-14,2015
Fireside Ventures,Bounty App,round_2336,Seed,,2015-10-15,2015
Mumbai Angels MAPE Advisory Group.,Bounty App,round_2336,Seed,,2015-10-15,2015
Devesh Rai G,Homers.in,round_2337,Seed,,2015-10-16,2015
Rajesh Aggarwal,Homers.in,round_2337,Seed,,2015-10-16,2015
Amitpal Bhutani,Homers.in,round_2337,Seed,,2015-10-16,2015
Vijai Laxmi,mShipper,round_2338,Seed,,2015-10-16,2015
Manpreet Singh,BolRealty,round_2339,Seed,,2015-10-16,2015
Parampara Capital,S-Cube Futuretech,round_2340,Private Equity,1000000.0,2015-10-17,2015
Accel Partners,LetsVenture,round_2341,Private Equity,,2015-10-19,2015
Anupam Mittal & other marquee investors,LetsVenture,round_2341,Private Equity,,2015-10-19,2015
Sequoia Capital,Citrus Payment,round_2342,Private Equity,25000000.0,2015-10-19,2015
"Ascent Capital, eContext Asia",Citrus Payment,round_2342,Private Equity,25000000.0,2015-10-19,2015
Beenos Asia,Citrus Payment,round_2342,Private Equity,25000000.0,2015-10-19,2015
Aarti Group,Holidify,round_2343,Seed,100000.0,2015-10-19,2015
Dr. Aniruddha Malpani Manish Gupta,PrimaSeller,round_2344,Seed,,2015-10-20,2015
M&S Partners & others,PrimaSeller,round_2344,Seed,,2015-10-20,2015
Delhivery,Opinio,round_2345,Private Equity,7000000.0,2015-10-20,2015
Sands Capital and Accel Partners,Opinio,round_2345,Private Equity,7000000.0,2015-10-20,2015
Qualcomm Venture,Attune Technologies,round_2346,Private Equity,10000000.0,2015-10-20,2015
Norwest Venture Partners,Attune Technologies,round_2346,Private Equity,10000000.0,2015-10-20,2015
Springboard Ventures,iChef.in,round_2347,Private Equity,,2015-10-20,2015
Indian Angel Network,Jiyo Natural,round_2348,Seed,,2015-10-21,2015
Sierra Ventures,AgentDesks,round_2349,Seed,2950000.0,2015-10-21,2015
Cota Capital,AgentDesks,round_2349,Seed,2950000.0,2015-10-21,2015
Vegas Tech Fund,AgentDesks,round_2349,Seed,2950000.0,2015-10-21,2015
Arihant Patni,White Owl Brewery,round_2350,Private Equity,1530000.0,2015-10-21,2015
RAAY Global Investments,White Owl Brewery,round_2350,Private Equity,1530000.0,2015-10-21,2015
Alok Bajpai,MealHopper,round_2351,Seed,100000.0,2015-10-21,2015
Rajnish Kumar,MealHopper,round_2351,Seed,100000.0,2015-10-21,2015
Amit Dey,MealHopper,round_2351,Seed,100000.0,2015-10-21,2015
Atul Jalan,Zenify.in,round_2352,Seed,640000.0,2015-10-21,2015
Shrikanth & Bharath,Zenify.in,round_2352,Seed,640000.0,2015-10-21,2015
R Natarajan,Stockal,round_2353,Seed,,2015-10-21,2015
Mohan Alexander,Stockal,round_2353,Seed,,2015-10-21,2015
Group of Angel investors,Medd,round_2354,Seed,150000.0,2015-10-23,2015
Group of Angel investors,Leaping Caravan,round_2355,Seed,150000.0,2015-10-23,2015
Mumbai Angels,Frsh,round_2356,Private Equity,1000000.0,2015-10-23,2015
Mayank Bhangdia,Frsh,round_2356,Private Equity,1000000.0,2015-10-23,2015
Kae Capital,Frsh,round_2356,Private Equity,1000000.0,2015-10-23,2015
ID Enablers Pvt Ltd,Qik Stay,round_2357,Seed,250000.0,2015-10-23,2015
Delhivery,Parcelled,round_2358,Private Equity,5000000.0,2015-10-26,2015
Oswal Techno Ventures LLP,AlmaMapper,round_2359,Seed,400000.0,2015-10-26,2015
undisclosed private investors,Flexing It,round_2360,Seed,500000.0,2015-10-26,2015
OrbiMed,Netmeds.com,round_2361,Private Equity,50000000.0,2015-10-26,2015
Pradip Dadha Group,Netmeds.com,round_2361,Private Equity,50000000.0,2015-10-26,2015
Tiger Global Management,Razorpay,round_2362,Private Equity,9000000.0,2015-10-26,2015
Matrix Partners,Razorpay,round_2362,Private Equity,9000000.0,2015-10-26,2015
Ventureworks India,Jombay,round_2363,Private Equity,,2015-10-27,2015
Unnamed investor,Happitoo,round_2364,Seed,77000.0,2015-10-27,2015
India Quotient,Care24,round_2365,Seed,350000.0,2015-10-27,2015
Sequoia Capital,Roadrunnr,round_2366,Private Equity,10000000.0,2015-10-27,2015
Nexus Venture Partners,Roadrunnr,round_2366,Private Equity,10000000.0,2015-10-27,2015
Redcliffe Capital,Simpli5d,round_2367,Private Equity,,2015-10-27,2015
YourNest Angel Fund,Simpli5d,round_2367,Private Equity,,2015-10-27,2015
ah! Ventures,ORIGA Leasing,round_2368,Seed,1100000.0,2015-10-28,2015
500 Startups & Other HNIs,ORIGA Leasing,round_2368,Seed,1100000.0,2015-10-28,2015
S Chand and Co Pvt Ltd,Smartivity.in,round_2369,Seed,200000.0,2015-10-28,2015
Jupiter Capital,UrDoorStep,round_2370,Private Equity,,2015-10-28,2015
Tracxn Syndicate,Tavaga,round_2371,Seed,,2015-10-29,2015
Accel Partner,Moglix,round_2372,Private Equity,,2015-10-29,2015
Jungle Ventures,Moglix,round_2372,Private Equity,,2015-10-29,2015
Amit Singhal,ZopHop,round_2373,Seed,450000.0,2015-10-29,2015
PK Gulati & others,ZopHop,round_2373,Seed,450000.0,2015-10-29,2015
Unilazer Ventures,Niki.ai,round_2374,Seed,,2015-10-30,2015
Suresh Vaswani,Instavans,round_2375,Seed,,2015-10-30,2015
Rajesh Bhatia,LiftO,round_2376,Seed,130000.0,2015-10-30,2015
Dheeraj Mehta & Others,LiftO,round_2376,Seed,130000.0,2015-10-30,2015
Sequoia Capital,TinyOwl,round_2377,Private Equity,7500000.0,2015-10-30,2015
Matrix Partners,TinyOwl,round_2377,Private Equity,7500000.0,2015-10-30,2015
InnoVen Capital,Toppr.com,round_2378,Private Equity,2000000.0,2015-10-30,2015
GREX,Kleeto,round_2379,Seed,230000.0,2015-10-30,2015
Puneet Bhatia & others,BeaconsTalk,round_2380,Seed,80000.0,2015-10-30,2015
Paytm,Jugnoo,round_2381,Private Equity,10000000.0,2015-10-31,2015
Tania Johny Palathinkal,TOFlo,round_2382,Seed,100000.0,2015-09-01,2015
Flipkart,FXMartIndia,round_2383,Private Equity,,2015-09-01,2015
Group of HNI investors,Stylecracker,round_2384,Private Equity,1000000.0,2015-09-01,2015
Reliance Capital,Luxuryhues,round_2385,Private Equity,900000.0,2015-09-01,2015
Ratan Tata,HolaChef,round_2386,Private Equity,,2015-09-02,2015
Zodius Technology Fund,Zivame,round_2387,Private Equity,40000000.0,2015-09-02,2015
Khazanah Nasional Berhad,Zivame,round_2387,Private Equity,40000000.0,2015-09-02,2015
Warburg Pincus,Capillary Tech,round_2388,Private Equity,45000000.0,2015-09-02,2015
Sequoia Capital,Capillary Tech,round_2388,Private Equity,45000000.0,2015-09-02,2015
Norwest Venture Partners,Capillary Tech,round_2388,Private Equity,45000000.0,2015-09-02,2015
Purvi Capital,Jobspire,round_2389,Seed,260000.0,2015-09-03,2015
India Quotient & other investors,MeraDoctor,round_2390,Seed,,2015-09-03,2015
WestBridge Capital,Vistaar Finance,round_2391,Private Equity,40000000.0,2015-09-03,2015
Omidyar Network,Vistaar Finance,round_2391,Private Equity,40000000.0,2015-09-03,2015
Elevar Equity,Vistaar Finance,round_2391,Private Equity,40000000.0,2015-09-03,2015
Saama Capital,Vistaar Finance,round_2391,Private Equity,40000000.0,2015-09-03,2015
\\xc2\\xa0 Lok Capital,Vistaar Finance,round_2391,Private Equity,40000000.0,2015-09-03,2015
CMYK Health Boutique Pvt Ltd & Other individual investors,HiJinny,round_2392,Seed,,2015-09-03,2015
R M Picture Company Pvt. Ltd.,Clapsnslaps,round_2393,Seed,150000.0,2015-09-04,2015
Ashish Jhalani,Blubox,round_2394,Seed,100000.0,2015-09-04,2015
Karanpal Singh,RoomCentral,round_2395,Seed,2000000.0,2015-09-04,2015
Raghav Bahl,YouthKiAwaaz,round_2396,Seed,600000.0,2015-09-07,2015
Ritu Kapur,YouthKiAwaaz,round_2396,Seed,600000.0,2015-09-07,2015
Nalin Jain,Prozo,round_2397,Seed,205000.0,2015-09-07,2015
Shomil Pant,Prozo,round_2397,Seed,205000.0,2015-09-07,2015
Dinesh Kundu & others,Prozo,round_2397,Seed,205000.0,2015-09-07,2015
Temasek,Zomato,round_2398,Private Equity,60000000.0,2015-09-07,2015
Vy Capital,Zomato,round_2398,Private Equity,60000000.0,2015-09-07,2015
